pl_orbper,pl_discmethod,st_dist,pl_rade,pl_bmasse,pl_orbsmax,st_teff,pl_pnum,st_rad,st_mass,pl_publ_date
2590.00000000,Radial Velocity,447.59,,508.50000,4.200000,4943.00,1,7.60,1.52,2015-04
10037.50000000,Imaging,23.10,,3337.10000,2.600000,580.50,1,,0.02,2011-10
,Imaging,191.05,,3994.48600,210.000000,,1,,0.35,2006-10
1.50895570,Transit,805.31,16.700,327.35000,,5950.00,1,1.11,0.95,2008-05
1.74299350,Transit,200.00,16.432,1102.82000,0.027980,5625.00,1,0.91,0.96,2008-05
4.25680000,Transit,680.00,11.320,6883.91000,,6740.00,1,1.56,1.37,2008-12
9.20205000,Transit,741.60,13.340,228.83000,0.090000,6190.00,1,1.17,1.16,2008-09
4.03789620,Transit,904.65,15.558,148.42000,0.049470,6100.00,1,1.19,1.00,2009-10
8.88659300,Transit,657.24,13.068,940.74000,0.085500,6090.00,1,1.02,1.05,2010-03
0.85359163,Transit,160.64,1.681,3.17830,,5275.00,2,0.83,0.82,2009-10
3.69800000,Radial Velocity,160.64,,8.40000,0.046000,5275.00,2,0.83,0.82,2009-10
6.21229000,Transit,380.00,6.390,69.92000,0.063000,5080.00,1,0.77,0.88,2010-09
3.07157100,Transit,898.20,1.500,,0.044000,5920.00,3,1.59,,2014-03
5.86807500,Transit,898.20,3.310,,0.068000,5920.00,3,1.59,,2014-03
4.22864000,Transit,793.01,1.630,,0.054000,6092.00,4,1.31,,2014-03
7.46662300,Transit,793.01,1.390,,0.079000,6092.00,4,1.31,,2014-03
11.13178600,Transit,793.01,1.200,,0.103000,6092.00,4,1.31,,2014-03
16.25945800,Transit,793.01,1.480,,0.132000,6092.00,4,1.31,,2014-03
16.08784500,Transit,586.68,2.260,,0.122000,5513.00,2,0.94,,2014-03
41.74988200,Transit,586.68,3.100,,0.231000,5513.00,2,0.94,,2014-03
2.45323400,Transit,234.33,2.940,,0.032000,4559.00,2,0.65,,2014-03
7.97251300,Transit,234.33,3.620,,0.070000,4559.00,2,0.65,,2014-03
4.13857500,Transit,312.14,1.260,,0.048000,5123.00,2,0.82,,2014-03
6.04045000,Transit,312.14,1.290,,0.062000,5123.00,2,0.82,,2014-03
16.25758200,Transit,701.04,1.090,,0.133000,5852.00,2,1.46,,2014-03
31.80517400,Transit,701.04,2.740,,0.207000,5852.00,2,1.46,,2014-03
2.46236000,Transit,646.74,1.620,,0.036000,5696.00,2,1.20,,2014-03
4.82296200,Transit,646.74,2.340,,0.057000,5696.00,2,1.20,,2014-03
1.32734683,Transit,296.93,14.314,587.41341,0.024100,5620.00,1,1.04,1.03,2012-07
921.53800000,Radial Velocity,16.52,,1204.25787,1.740000,,2,0.76,0.83,2005-10
1840.00000000,Radial Velocity,67.57,,508.50700,2.900000,,1,,0.99,2010-03
10.70871000,Radial Velocity,31.91,,365.49000,0.092500,5387.00,1,0.85,0.92,2000-04
896.00000000,Radial Velocity,132.34,,572.09400,2.010000,4846.00,1,4.44,1.34,2011-12
974.00000000,Radial Velocity,70.93,,1709.92540,1.980000,5783.00,1,1.34,1.03,2007-10
1544.00000000,Radial Velocity,105.47,,473.54700,2.620000,6073.00,1,1.09,1.08,2011-09
1951.00000000,Radial Velocity,52.89,,6076.90960,3.170000,5892.00,1,1.08,1.19,2009-03
258.17999000,Radial Velocity,26.20,,511.70630,0.810000,5736.00,2,1.22,1.10,2000-06
5000.00000000,Radial Velocity,26.20,,260.00000,5.800000,5736.00,2,1.22,1.10,2010-04
464.29999000,Radial Velocity,105.49,,680.15620,1.290000,4989.00,1,3.78,1.48,2010-05
1125.70000000,Radial Velocity,112.45,,3101.89000,2.360000,4700.00,1,11.47,1.35,2009-06
330.00000000,Radial Velocity,40.53,,63.56600,0.890000,5181.00,1,0.88,0.68,2011-11
653.21997000,Radial Velocity,33.39,,3079.77270,1.500000,5870.00,1,1.03,1.09,2002-07
1299.00000000,Radial Velocity,97.50,,975.73810,2.780000,4922.00,1,4.63,3.50,2011-12
386.29999000,Radial Velocity,35.57,,530.77610,1.060000,5940.00,1,1.04,1.07,2004-02
1039.15000000,Radial Velocity,68.65,,1122.57556,1.988000,5507.00,1,0.92,0.97,2009-03
176.30000000,Radial Velocity,135.82,,708.76090,0.760000,4769.00,1,10.52,1.23,2010-08
33.60134000,Transit,794.54,9.057,1907.00000,0.196800,5309.00,3,0.79,,2012-06
57.01100000,Transit Timing Variations,794.54,,119.49900,0.279900,5309.00,3,0.79,,2012-06
6.76658900,Transit,794.54,1.640,,0.067000,5309.00,3,0.79,,2014-03
49.46430000,Transit,1055.33,3.050,2.07000,0.287700,,3,0.94,0.96,2012-09
303.22700000,Transit,1055.33,4.650,3.17000,0.963800,,3,0.94,0.96,2012-09
4.77800000,Transit,309.47,1.880,3.94000,,5194.00,4,0.89,0.88,2013-01
9.67395000,Transit,309.47,2.710,14.61000,,5194.00,4,0.89,0.88,2013-01
42.89610000,Transit,309.47,2.040,7.93000,,5194.00,4,0.89,0.88,2014-02
982.00000000,Radial Velocity,309.47,,657.00000,,5194.00,4,0.89,0.88,2014-02
7.20379450,Transit,314.02,2.720,311.46000,,4252.00,4,0.56,,2013-01
10.91293430,Transit,314.02,2.550,228.83000,,4252.00,4,0.56,,2013-01
2.57654900,Transit,314.02,1.600,,0.031000,4252.00,4,0.56,,2014-03
18.59610800,Transit,314.02,1.560,,0.116000,4252.00,4,0.56,,2014-03
7.81254000,Transit,251.91,1.710,,0.077000,6225.00,2,1.58,1.24,2013-01
9.37647000,Transit,251.91,2.170,,0.087000,6225.00,2,1.58,1.24,2013-01
45.15400000,Transit,801.76,7.100,2.10000,0.251400,6018.00,3,0.94,1.04,2013-01
85.31200000,Transit,801.76,9.000,4.00000,0.384000,6018.00,3,0.94,1.04,2013-01
130.19400000,Transit,801.76,9.700,7.60000,0.509000,6018.00,3,0.94,1.04,2014-03
95.27265600,Transit,417.89,11.949,266.97720,0.402100,5625.00,1,0.96,0.96,2010-03
13.24060000,Transit,345.00,10.870,874.00000,0.105500,5075.00,1,0.79,0.89,2010-09
2.99433000,Transit,560.00,16.030,740.51000,0.043600,6440.00,1,1.37,1.27,2010-12
2.82804200,Transit,1150.00,16.140,291.43800,0.040160,5675.00,1,1.12,1.08,2010-09
4.03519000,Transit,1060.00,9.920,415.70400,0.051000,5945.00,1,1.01,1.09,2010-11
1.51214000,Transit,1340.00,12.220,2415.40000,0.027000,6035.00,1,1.21,1.13,2011-04
5.35227000,Transit,840.00,13.110,170.03200,0.061800,5650.00,1,1.19,1.10,2012-05
3.76810000,Transit,920.00,11.430,772.29000,0.046100,5740.00,1,1.59,1.04,2011-07
1.90006930,Transit,870.00,14.680,1102.82000,0.029500,5440.00,1,1.00,0.95,2011-09
3.89713000,Transit,770.00,14.460,352.78000,0.051800,6090.00,1,1.65,1.21,2012-01
9.24285000,Transit,864.31,,1366.66900,0.090000,,2,,1.14,2012-02
9.75598000,Transit,592.00,4.880,12.20000,0.092000,5939.00,1,1.14,1.10,2014-11
3.63130000,Transit,600.00,11.770,889.90000,0.048000,5900.00,1,1.61,1.14,2012-01
5.11340000,Transit,600.00,3.700,5.70000,0.056000,4950.00,2,0.86,0.91,2014-07
11.75900000,Transit,600.00,5.000,28.00000,0.098000,4950.00,2,0.86,0.91,2014-07
4.86069000,Transit,1000.00,12.110,85.81000,0.057800,6040.00,1,1.19,1.09,2013-07
4.20474000,Transit,1670.00,14.120,165.26000,0.052600,5590.00,1,1.79,1.09,2013-07
3.57532000,Transit,1035.15,11.287,3302.11000,0.047600,5900.00,1,1.08,1.05,2014-02
2.79743600,Transit,411.00,13.204,371.52800,0.037900,5500.00,1,0.88,0.93,2012-07
4.64038200,Transit,249.00,9.247,84.85700,0.052300,5330.00,1,0.92,0.89,2012-10
3.54387000,Transit,642.00,17.609,190.37200,0.050900,6430.00,1,1.62,1.40,2012-11
4.45724000,Transit,470.68,17.038,152.55840,,6080.00,1,1.94,1.03,2012-11
2.69405000,Transit,351.63,22.978,378.21770,,6390.00,1,2.05,2.56,2012-11
4.64187800,Transit,447.00,14.348,331.80100,0.057500,5743.00,1,1.53,1.18,2013-10
3.33268700,Transit,542.00,14.359,210.39500,0.044300,5645.00,1,1.10,1.05,2013-10
4.30121900,Transit,363.00,13.922,111.87100,0.050700,5295.00,2,0.95,0.94,2014-06
872.20000000,Radial Velocity,363.00,,1271.30000,1.752000,5295.00,2,0.95,0.94,2014-06
3.12899200,Transit,305.00,15.984,283.49200,0.045200,6330.00,1,1.32,1.26,2014-06
4.46312900,Transit,296.00,14.392,156.68400,0.057700,6120.00,1,1.40,1.28,2014-06
2.69155000,Transit,353.89,17.822,699.22600,,6820.00,1,2.06,2.22,2014-04
3.79984700,Transit,144.25,10.581,241.55080,0.041170,4390.00,1,0.62,0.65,2015-04
3.44645900,Transit,303.00,14.594,589.55000,0.044400,5870.00,1,1.04,0.99,2013-01
1.35413300,Transit,360.00,13.092,427.46300,0.023000,5227.00,1,0.90,0.88,2013-10
3.54785100,Transit,453.00,15.480,340.38200,0.048500,6351.00,1,1.40,1.21,2013-11
2.51672900,Transit,420.00,11.433,420.47100,0.036200,5403.00,1,0.93,1.00,2014-08
4.76338700,Transit,257.00,10.223,75.32300,0.054200,5304.00,1,0.87,0.94,2014-06
1928.00000000,Radial Velocity,34.31,,1411.16520,2.930000,5421.00,1,1.04,0.90,2006-03
103.95000000,Radial Velocity,53.57,,1913.33660,0.450000,6014.00,1,1.05,1.20,2009-03
2730.00000000,Radial Velocity,229.35,,724.62000,4.600000,,1,5.38,1.75,2015-02
44.23600000,Radial Velocity,42.96,,674.00000,0.238800,5441.00,2,,0.93,2010-02
1008.00000000,Radial Velocity,42.96,,2080.00000,1.922000,5441.00,2,,0.93,2010-02
528.40000000,Radial Velocity,12.91,,385.00000,1.320000,5883.00,1,,1.11,2004-02
1027.00000000,Radial Velocity,57.22,,270.14400,2.450000,6308.00,1,1.21,1.22,2010-11
331.50000000,Radial Velocity,71.50,,413.17900,1.040000,5025.00,1,3.86,1.64,2009-10
2.87589000,Radial Velocity,76.03,8.295,120.77540,,6179.00,1,1.41,1.42,2005-11
4.07182000,Radial Velocity,73.43,,422.71390,0.053000,5856.00,1,1.44,1.20,2006-02
5894.00000000,Radial Velocity,28.29,,861.28000,6.700000,5961.00,1,0.96,1.17,2012-09
2918.92000000,Radial Velocity,88.11,,845.74563,4.187000,5907.00,1,1.13,1.15,2010-03
686.50000000,Radial Velocity,166.54,,594.02427,1.660000,5027.00,1,5.14,1.30,2011-12
499.39999000,Radial Velocity,48.52,,937.59850,1.280000,6124.00,1,1.28,1.25,2009-03
3341.55884000,Radial Velocity,18.29,,260.62060,4.210000,5468.00,1,0.85,0.71,2007-03
163.94000000,Radial Velocity,63.16,,1706.74710,0.600000,5743.00,1,1.32,1.18,2008-11
408.60001000,Radial Velocity,63.56,,778.68350,1.290000,5589.00,2,2.30,1.96,2004-12
7.87735650,Transit,324.54,2.100,2765.00000,,4263.00,3,0.56,,2013-01
16.38500210,Transit,324.54,1.840,3308.41000,,4263.00,3,0.56,,2013-01
36.44517100,Transit,324.54,1.950,,0.182000,4263.00,3,0.56,,2014-03
18.64895250,Transit,1420.10,2.890,5851.00000,,5858.00,3,0.89,0.98,2013-01
38.55830380,Transit,1420.10,3.170,5002.43000,,5858.00,3,0.89,0.98,2013-01
9.75196200,Transit,1420.10,2.120,,0.091000,5858.00,3,0.89,0.98,2014-03
8.01094340,Transit,273.80,2.100,292.39000,,4252.00,3,0.55,,2013-01
12.07172490,Transit,273.80,1.230,117.59000,,4252.00,3,0.55,,2013-01
20.99569400,Transit,273.80,1.530,,0.126000,4252.00,3,0.55,,2014-03
27.94814490,Transit,588.47,2.430,473.55000,,4503.00,5,0.62,,2013-01
42.15164180,Transit,588.47,2.210,352.78000,,4503.00,5,0.62,,2013-01
2.21109900,Transit,588.47,1.590,,0.029000,4503.00,5,0.62,,2014-03
4.61753400,Transit,588.47,1.550,,0.048000,4503.00,5,0.62,,2014-03
10.19854500,Transit,588.47,1.590,,0.081000,4503.00,5,0.62,,2014-03
10.50160000,Transit,936.96,6.510,22.10000,0.102800,4840.00,3,4.23,1.32,2013-01
21.40239000,Transit,936.96,9.800,181.00000,0.165200,4840.00,3,4.23,1.32,2013-01
5.72931960,Transit,656.23,2.190,5994.02000,,5145.00,2,0.73,0.83,2013-01
11.60925670,Transit,656.23,1.550,2208.83000,,5145.00,2,0.73,0.83,2013-01
5.20851000,Transit,560.00,10.705,153.82972,0.060300,5150.00,1,1.78,1.01,2015-07
2.85057000,Transit,765.00,10.088,270.15550,0.038600,5260.00,1,0.90,0.97,2015-07
246.36000000,Astrometry,20.77,,9057.77000,0.360000,,1,,0.07,2013-08
15.76491000,Radial Velocity,10.79,,1404.80860,0.110000,5182.00,1,0.77,0.93,2000-02
4.00877800,Transit,215.00,12.689,92.80200,0.046600,4990.00,1,0.82,0.84,2011-01
2.87531700,Transit,70.00,9.718,2302.89900,0.036100,4595.00,1,0.69,0.76,2011-12
4.12448000,Transit,279.48,12.442,1547.83210,,5588.00,1,1.21,1.24,2011-12
3.21222000,Transit,81.96,12.890,785.04010,,5302.00,1,1.11,1.13,2011-12
1.21288000,Transit,368.61,12.218,425.89220,,5905.00,1,0.96,0.58,2011-12
3.35524000,Transit,420.26,14.572,238.37250,,6373.00,1,1.38,1.37,2010-12
3.65281514,Transit,302.95,12.722,180.84527,0.046600,5519.00,1,0.92,1.01,2012-01
4.23452000,Transit,142.41,7.062,22.24810,,5079.00,1,0.87,1.12,2011-02
3.03957700,Transit,204.00,11.430,197.05000,0.040000,5300.00,1,0.90,0.94,2011-06
3.25721500,Transit,395.00,13.585,198.95300,0.043400,5680.00,1,1.10,1.02,2011-06
5.72319000,Transit,316.36,13.115,279.69040,,6087.00,1,1.30,1.45,2011-06
2.81060000,Transit,215.29,16.141,263.79890,,6304.00,1,1.31,1.55,2011-07
5.00542000,Transit,347.48,12.218,721.47410,,6065.00,1,1.39,1.31,2011-09
3.32527250,Transit,148.40,11.187,101.38777,0.036230,3724.00,1,0.57,0.57,2015-05
349.70000000,Radial Velocity,26.21,,397.27000,1.020000,6245.00,2,1.47,1.23,2002-05
6005.00000000,Radial Velocity,26.21,,1684.40000,6.800000,6245.00,2,1.47,1.23,2012-07
492.30000000,Radial Velocity,53.60,,104.88000,1.200000,5902.00,1,1.01,0.96,2015-04
5.77152000,Radial Velocity,23.47,,6.44000,0.063400,5765.00,2,,1.02,2010-01
428.50000000,Radial Velocity,191.96,,874.03250,1.262000,4947.00,1,4.67,1.46,2011-12
577.20000000,Radial Velocity,89.03,,296.85322,1.492000,4915.00,2,3.49,1.33,2015-06
2149.00000000,Radial Velocity,89.03,,1150.54460,3.584000,4915.00,2,3.49,1.33,2015-06
270.00000000,Radial Velocity,118.31,,2040.00000,0.940000,6317.00,1,1.93,1.50,2015-06
533.00000000,Radial Velocity,769.37,,2793.72570,1.360000,4374.00,1,21.66,1.86,2011-03
1120.00000000,Radial Velocity,85.90,,1999.15070,2.200000,5945.00,1,1.19,1.23,2003-04
3.44420000,Radial Velocity,55.05,,133.48860,0.040000,5186.00,1,0.94,0.77,2005-08
311.60001000,Radial Velocity,110.45,,435.42710,1.230000,4844.00,1,10.76,1.97,2013-08
62.25000000,Radial Velocity,11.14,,72.46524,0.295000,5221.00,1,,0.80,2003-06
526.62000000,Radial Velocity,41.92,,495.79000,1.280000,5688.00,1,,0.99,2008-03
431.88000000,Radial Velocity,81.57,,708.76090,1.170000,5596.00,2,1.42,1.25,2002-03
6700.00000000,Radial Velocity,81.57,,689.66000,6.950000,5596.00,2,1.42,1.25,2014-04
832.97000000,Radial Velocity,34.23,,257.44230,1.662000,5717.00,1,0.85,0.88,2002-03
3452.00000000,Radial Velocity,63.56,,819.97000,5.360000,5589.00,2,2.30,1.96,2014-03
194.30000000,Radial Velocity,43.67,,314.65170,0.630000,5905.00,2,1.38,1.15,2007-08
391.90000000,Radial Velocity,43.67,,261.00000,1.020000,5905.00,2,1.38,1.15,2007-08
131.05000000,Radial Velocity,36.23,,3140.16040,0.490000,5453.00,2,0.95,0.95,2012-02
842.20000000,Radial Velocity,56.96,,235.18000,1.880000,5900.00,1,2.16,1.25,2010-11
4.64550000,Radial Velocity,24.35,,4.15000,0.050000,4850.00,1,0.72,0.77,2011-01
359.51001000,Radial Velocity,47.80,,3391.24610,1.120000,6090.00,1,1.90,1.38,2008-03
521.00000000,Radial Velocity,95.12,,486.27990,1.500000,4860.00,1,4.50,1.30,2011-12
12.62000000,Radial Velocity,73.46,,359.13000,0.110000,6123.00,2,1.12,1.12,2014-03
248.40000000,Radial Velocity,73.46,,603.90000,0.800000,6123.00,2,1.12,1.12,2014-03
1184.10000000,Radial Velocity,55.94,,704.94694,2.320000,5534.00,2,2.13,1.19,2007-05
351.00000000,Radial Velocity,55.94,,244.09344,1.032000,5534.00,2,2.13,1.19,2012-07
643.25000000,Radial Velocity,15.61,,532.68308,1.497000,,4,,1.08,2001-07
4205.80000000,Radial Velocity,15.61,,576.51900,5.235000,,4,,1.08,2004-12
9.63860000,Radial Velocity,15.61,,10.55470,0.090940,,4,,1.08,2004-10
310.55000000,Radial Velocity,15.61,,165.86850,0.921000,,4,,1.08,2007-02
8.42820000,Radial Velocity,30.85,,3127.44720,0.080000,4723.00,1,0.75,0.42,2002-07
10.21849540,Transit,996.32,2.780,441.77000,,6099.00,3,1.13,,2013-01
15.57415680,Transit,996.32,2.860,696.02000,,6099.00,3,1.13,,2013-01
40.10137100,Transit,996.32,2.940,,0.236000,6099.00,3,1.13,,2014-03
11.86817070,Transit,1203.57,1.100,651.52000,,6074.00,2,0.94,1.04,2013-01
17.98012350,Transit,1203.57,1.980,435.41000,,6074.00,2,0.94,1.04,2013-01
7.13340000,Transit,1056.17,1.710,4.19000,,5905.00,3,1.26,1.04,2013-01
8.91870000,Transit,1056.17,1.900,3.85000,,5905.00,3,1.26,1.04,2013-01
11.89810000,Transit,1056.17,1.990,4.16000,,5905.00,3,1.26,1.04,2013-01
59.87756000,Transit,338.24,2.150,,,4017.00,1,0.62,0.64,2013-08
5.71493200,Transit,368.00,1.310,9.00000,0.055300,4925.00,5,0.64,0.69,2013-05
12.44170000,Transit,368.00,0.540,4.00000,0.092900,4925.00,5,0.64,0.69,2013-05
18.16406000,Transit,368.00,1.950,14.00000,0.120000,4925.00,5,0.64,0.69,2013-05
122.38740000,Transit,368.00,1.610,36.00000,0.427000,4925.00,5,0.64,0.69,2013-05
267.29100000,Transit,368.00,1.410,35.00000,0.718000,4925.00,5,0.64,0.69,2013-05
9.43415050,Transit,200.00,6.110,120.00000,0.080000,5576.00,1,0.90,0.98,2013-09
138.31700000,Transit,1000.00,6.180,169.00000,0.652000,6407.00,1,1.73,1.53,2013-05
2.15491000,Transit,306.39,1.420,,0.035000,6211.00,4,1.41,1.25,2013-04
2.15000820,Transit,291.51,22.194,216.12440,0.033970,6001.00,1,1.37,1.13,2011-11
3.47447000,Transit,400.55,20.737,292.40360,,6446.00,1,1.79,1.82,2011-11
5.45265000,Transit,251.08,15.132,2227.98830,,6442.00,1,1.73,4.26,2012-07
3.64671000,Transit,514.20,39.792,2390.08160,,6096.00,1,3.82,23.56,2012-07
2.40367900,Transit,634.97,1.090,,0.036000,5979.00,2,1.21,,2014-03
8.99088900,Transit,634.97,2.600,,0.087000,5979.00,2,1.21,,2014-03
5.96873400,Transit,982.04,3.420,,0.069000,6142.00,2,1.45,,2014-03
13.07163000,Transit,982.04,2.300,,0.116000,6142.00,2,1.45,,2014-03
18.79592280,Transit,1430.00,8.059,29.87500,0.144500,6150.00,2,1.61,1.13,2014-03
50.79039100,Transit,1430.00,12.341,584.78000,0.280400,6150.00,2,1.61,1.13,2014-03
7.51849600,Transit,583.81,1.960,,0.073000,5274.00,2,1.09,,2014-03
20.17202000,Transit,583.81,7.680,,0.141000,5274.00,2,1.09,,2014-03
2.42208200,Transit,716.23,3.600,,0.035000,5595.00,2,0.84,,2014-03
4.12510300,Transit,716.23,0.920,,0.049000,5595.00,2,0.84,,2014-03
6.31250100,Transit,393.02,2.150,,0.055000,4096.00,2,0.53,,2014-03
12.79458500,Transit,393.02,1.530,,0.088000,4096.00,2,0.53,,2014-03
3.17742200,Transit,518.09,2.340,,0.039000,5311.00,2,0.70,,2014-03
15.56000000,Radial Velocity,22.03,,15.89150,0.120000,5686.00,1,1.02,0.93,2006-02
356.21000000,Radial Velocity,136.82,,612.45841,1.157000,4943.00,1,5.14,1.63,2010-05
360.20000000,Radial Velocity,54.87,,753.23000,1.190000,4959.00,2,5.40,1.74,2013-01
2732.00000000,Radial Velocity,54.87,,753.23000,4.600000,4959.00,2,5.40,1.74,2013-01
637.10000000,Radial Velocity,121.83,,494.54348,1.570000,4871.00,2,4.06,1.27,2007-12
872.20000000,Radial Velocity,121.83,,334.67499,1.930000,4871.00,2,4.06,1.27,2015-01
779.90000000,Radial Velocity,58.21,,534.27223,1.911000,4877.00,1,5.14,1.53,2012-12
177.11000000,Radial Velocity,285.75,,2425.04290,0.640000,4673.00,1,10.64,1.93,2011-12
21.99800000,Radial Velocity,42.41,,155.73670,0.140000,5769.00,1,1.12,1.10,2004-02
2496.00000000,Radial Velocity,51.42,,533.95440,3.550000,5801.00,1,0.95,1.08,2010-11
615.00000000,Radial Velocity,36.19,,85.81410,1.360000,5371.00,1,0.97,0.77,2011-11
1255.50000000,Radial Velocity,38.71,,161.45764,2.380000,6024.00,1,,1.05,2011-11
5.39792000,Radial Velocity,17.00,,6.35660,0.060000,5131.00,3,0.78,0.65,2009-05
15.29900000,Radial Velocity,17.00,,7.86000,0.113400,5131.00,3,0.78,0.65,2015-06
24.45100000,Radial Velocity,17.00,,6.44000,0.155100,5131.00,3,0.78,0.65,2015-06
1313.00000000,Radial Velocity,52.50,,216.12440,2.450000,6136.00,1,1.19,1.13,2010-11
227.00000000,Radial Velocity,44.88,,645.19490,0.760000,6064.00,1,1.38,1.34,2003-11
75.22030000,Radial Velocity,67.92,,249.05159,0.362000,5522.00,2,1.76,1.12,2012-01
1272.00000000,Radial Velocity,67.92,,699.54383,2.390000,5522.00,2,1.76,1.12,2012-01
280.17000000,Radial Velocity,53.19,,140.79869,0.870000,5859.00,1,1.11,1.12,2012-01
1155.00000000,Radial Velocity,22.02,,98.52730,2.100000,5372.00,2,0.97,0.76,2006-07
641.47200000,Radial Velocity,39.41,,635.00000,1.331000,4684.00,1,,0.77,2010-03
5144.00000000,Radial Velocity,45.19,,1121.89000,5.420000,5127.00,1,,0.81,2013-03
420.77000000,Radial Velocity,49.73,,540.29000,1.320000,4943.00,1,4.50,1.50,2008-03
58.11247000,Radial Velocity,39.67,,2434.15700,0.293100,5491.00,2,1.51,0.99,1999-07
1749.83000000,Radial Velocity,39.67,,5464.22100,2.837300,5491.00,2,1.51,0.99,2001-07
6.40400000,Radial Velocity,41.62,,85.81410,0.070000,5570.00,1,1.09,1.07,2002-06
225.62000000,Radial Velocity,37.64,,915.31000,0.810000,6299.00,2,,1.40,2001-08
2102.00000000,Radial Velocity,37.64,,1283.98000,3.600000,6299.00,2,,1.40,2004-02
1145.00000000,Radial Velocity,60.28,,209.76780,2.240000,5842.00,1,1.24,1.10,2007-11
550.00000000,Radial Velocity,112.01,,832.71460,1.320000,5671.00,1,2.47,1.53,2007-11
1532.00000000,Radial Velocity,44.87,,864.49760,2.570000,5440.00,1,1.01,0.96,2010-02
323.60000000,Radial Velocity,132.68,,858.10000,1.160000,4683.00,1,13.50,2.00,2009-01
1290.00000000,Radial Velocity,71.23,,2850.93510,2.400000,5635.00,1,1.75,1.37,2010-03
5.85994400,Transit,306.39,2.580,,0.068000,6211.00,4,1.41,1.25,2013-04
8.13123000,Transit,306.39,1.520,,0.084000,6211.00,4,1.41,1.25,2013-04
17.81581500,Transit,1107.00,2.800,,0.135200,5962.00,1,0.97,1.04,2013-07
15.72590000,Transit,1107.00,2.940,,0.117100,5331.00,1,0.78,0.86,2013-07
5.39880000,Transit,144.77,,7.65000,,5793.00,3,1.24,1.08,2013-03
9.60510000,Transit,144.77,,2.04000,,5793.00,3,1.24,1.08,2013-03
634.60000000,Radial Velocity,144.77,,244.72910,,5793.00,3,1.24,1.08,2013-03
13.72234100,Transit,746.33,2.240,,0.094000,5638.00,2,0.93,0.81,2013-05
242.46130000,Transit,746.33,1.710,,0.640000,5638.00,2,0.93,0.81,2013-05
0.24010400,Orbital Brightness Modulation,1180.00,0.759,0.44000,0.006000,27730.00,2,0.20,0.50,2011-12
0.34288700,Orbital Brightness Modulation,1180.00,0.867,0.65500,0.007600,27730.00,2,0.20,0.50,2011-12
3.90512000,Transit,800.00,12.442,,0.047700,5545.00,1,0.86,0.95,2010-12
7.34071100,Transit,1218.33,10.760,200.22000,0.078100,6000.00,1,1.12,1.18,2013-06
4.64489000,Transit,357.00,1.600,4.13000,0.049100,4540.00,6,0.68,0.73,2014-03
5.95500000,Transit,351.79,2.420,,,4500.00,3,0.59,,2013-10
12.04000000,Transit,351.79,2.370,,,4500.00,3,0.59,,2013-10
20.83784600,Transit,351.79,1.210,,0.128000,4500.00,3,0.59,,2014-03
41.00801100,Transit,518.09,2.270,,0.216000,5311.00,2,0.70,,2014-03
5.76619300,Transit,1058.58,2.340,,0.064000,6050.00,5,1.22,,2014-03
12.46598800,Transit,1058.58,5.870,,0.108000,6050.00,5,1.22,,2014-03
21.58747500,Transit,1058.58,2.200,,0.155000,6050.00,5,1.22,,2014-03
37.99327300,Transit,1058.58,2.600,,0.227000,6050.00,5,1.22,,2014-03
56.26800000,Transit Timing Variations,1058.58,1.750,36.00000,,6050.00,5,1.22,,2014-05
17.23236600,Transit,1052.14,2.940,,0.135000,6089.00,2,1.26,,2014-03
26.69507400,Transit,1052.14,1.480,,0.181000,6089.00,2,1.26,,2014-03
3.41049300,Transit,425.19,0.730,,0.039000,4984.00,3,0.64,,2014-03
13.82137500,Transit,425.19,1.750,,0.100000,4984.00,3,0.64,,2014-03
30.95085100,Transit,425.19,1.110,,0.170000,4984.00,3,0.64,,2014-03
4.16438900,Transit,184.34,2.370,,0.041000,3810.00,2,0.51,,2014-03
5.77446400,Transit,184.34,0.740,,0.051000,3810.00,2,0.51,,2014-03
10.49571100,Transit,239.03,1.520,,0.099000,6239.00,3,1.36,,2014-03
21.86974100,Transit,239.03,1.580,,0.162000,6239.00,3,1.36,,2014-03
100.28313400,Transit,239.03,2.500,,0.448000,6239.00,3,1.36,,2014-03
14.43588900,Transit,356.41,1.400,,0.125000,6106.00,3,1.36,,2014-03
1634.00000000,Radial Velocity,37.90,,4513.00000,3.020000,6472.00,1,1.39,1.35,2010-07
30.05200000,Radial Velocity,50.42,,222.47200,0.189000,5793.00,2,1.00,1.00,2010-04
192.90000000,Radial Velocity,50.42,,578.42600,0.654000,5793.00,2,1.00,1.00,2010-04
5.75969000,Radial Velocity,39.00,,13.22173,0.064120,5911.00,6,1.11,1.06,2011-04
16.35700000,Radial Velocity,39.00,,12.01397,0.128590,5911.00,6,1.11,1.06,2011-04
49.74800000,Radial Velocity,39.00,,25.58532,0.269900,5911.00,6,1.11,1.06,2011-04
122.74400000,Radial Velocity,39.00,,22.94733,0.492900,5911.00,6,1.11,1.06,2011-04
604.67000000,Radial Velocity,39.00,,23.26516,1.427000,5911.00,6,1.11,1.06,2011-04
2205.00000000,Radial Velocity,39.00,,65.66368,3.381000,5911.00,6,1.11,1.06,2011-04
1032.30000000,Radial Velocity,135.89,,472.61321,2.010000,4912.00,1,1.97,1.01,2015-01
989.20000000,Radial Velocity,17.34,,298.75000,2.015000,6218.00,1,1.10,1.11,2006-07
1075.69000000,Radial Velocity,33.15,,2028.70889,2.140000,5600.00,1,1.79,1.13,2000-06
