pl_orbper,pl_discmethod,st_dist,pl_rade,pl_bmasse,pl_orbsmax,st_teff,pl_pnum,st_rad,st_mass,pl_publ_date
4.79028459,Transit,619.00,1.110,,,5612.00,1,0.93,0.95,
38.67150750,Transit,818.00,2.740,,,5688.00,1,0.97,0.96,
15.95994513,Transit,473.00,2.240,,,5884.00,1,0.98,1.05,
4.90332155,Transit,678.00,2.360,,,6123.00,1,1.27,1.18,
1.82708230,Transit,446.00,3.100,,,5524.00,1,0.89,0.92,
3.24755522,Transit,465.00,1.410,,,5763.00,1,0.99,1.07,
81.73778000,Transit,156.66,2.215,10.60000,0.466900,5547.00,1,0.87,0.89,
125.63243000,Transit,310.01,8.373,308.29510,0.498800,5820.00,2,0.95,1.05,
172.70497840,Transit,350.00,2.710,,,5946.00,1,1.08,1.02,
5.08005848,Transit,1020.00,3.360,,,6166.00,1,2.06,1.41,
13.14497566,Transit,439.00,1.570,,,5526.00,1,0.90,0.93,
13.89961966,Transit,212.00,2.500,,,4671.00,1,0.67,0.70,
21.41616926,Transit,797.00,2.120,,,6206.00,1,1.22,1.16,
51.84688575,Transit,809.42,8.680,,,5272.00,3,0.85,,
13.24934059,Transit,831.00,2.690,,,5882.00,1,1.07,1.04,
4.14702026,Transit,896.00,7.000,,,5967.00,1,1.15,1.11,
6.01038429,Transit,361.00,4.000,,,4828.00,1,0.73,0.78,
4.45419434,Transit,776.00,11.990,,,5535.00,1,0.90,0.93,
42.94956490,Transit,648.00,2.570,,,5360.00,2,0.84,0.88,
117.04049800,Transit,648.00,2.930,,,5360.00,2,0.84,0.88,
8.60010411,Transit,563.00,4.420,,,5322.00,1,0.83,0.87,
2.34323190,Transit,529.00,1.180,,,4940.00,1,0.77,0.83,
6.91134416,Transit,797.00,1.700,,,5695.00,1,1.20,1.01,
394.62449040,Transit,747.00,7.140,,,6059.00,1,1.64,1.23,
7.19303878,Transit,1535.00,1.780,,,5932.00,1,1.09,1.06,
8.50699658,Transit,869.00,1.680,,,5455.00,1,0.85,0.89,
44.93098040,Transit,854.00,2.540,,,6100.00,1,1.16,1.19,
7.16892463,Transit,610.00,1.690,,,6350.00,1,1.55,1.30,
2.14463285,Transit,741.00,16.720,,,6179.00,1,1.27,1.17,
7.88663110,Transit,1043.00,8.350,,,5835.00,1,1.03,1.03,
8.02768059,Transit,1175.00,9.300,,,5535.00,1,0.93,0.96,
85.35129427,Transit,1039.00,6.800,,,5773.00,1,0.99,0.99,
76.13602028,Transit,296.00,4.870,,,5653.00,1,0.91,0.96,
20.38177573,Transit,915.00,3.090,,,5020.00,1,0.77,0.81,
5.10137945,Transit,1295.00,3.240,,,5836.00,1,1.06,1.04,
3.94963138,Transit,806.00,2.280,,,5047.00,1,0.78,0.82,
3.14866453,Transit,806.00,2.210,,,5333.00,1,0.84,0.88,
15.59461874,Transit,1145.00,2.900,,,5678.00,1,0.95,0.96,
5.83376092,Transit,1573.00,2.400,,,5754.00,1,1.00,1.00,
0.63642408,Transit,1066.00,1.290,,,5267.00,1,0.84,0.89,
1.49514952,Transit,807.00,0.880,,,6019.00,1,1.15,1.09,
20.35052130,Transit,656.00,1.000,,,5839.00,1,1.02,1.02,
22.47644250,Transit,499.00,1.660,,,4770.00,1,0.72,0.77,
42.52158950,Transit,1444.00,2.860,,,5796.00,1,1.01,1.01,
6.69960006,Transit,923.00,1.280,,,5187.00,1,0.79,0.82,
6.91311120,Transit,675.00,0.930,,,6335.00,1,1.42,1.25,
18.60519420,Transit,2081.00,2.020,,,6194.00,1,1.23,1.15,
23.95537800,Transit,449.00,1.060,,,4939.00,1,0.75,0.79,
29.60917440,Transit,620.00,1.160,,,5838.00,1,1.07,1.02,
14.45413020,Transit,499.00,0.940,,,5718.00,1,0.95,0.97,
14.25632270,Transit,1211.00,1.560,,,5831.00,1,1.02,1.02,
0.96897238,Transit,1220.00,1.100,,,5793.00,1,1.01,1.01,
1.80988600,Transit,120.00,20.512,292.40360,0.033000,6250.00,1,1.73,1.46,2016-01
3.91624300,Transit,340.00,18.271,200.23290,0.056200,6430.00,1,1.98,1.55,2016-01
16.78176602,Transit,224.00,2.320,,,4990.00,1,0.76,0.82,
14.53244172,Transit,637.00,3.130,,,5350.00,1,0.84,0.89,
5.24867263,Transit,631.00,3.000,,,6040.00,1,1.15,1.10,
8.32651530,Transit,1288.00,1.920,,,6083.00,1,1.17,1.11,
2.94902905,Transit,635.00,1.380,,,4904.00,1,0.74,0.78,
13.15141081,Transit,529.00,1.910,,,6231.00,1,1.59,1.29,
42.19173570,Transit,924.00,2.040,,,5544.00,1,0.89,0.92,
4.33946454,Transit,796.00,1.670,,,5500.00,1,0.90,0.93,
2.85234897,Transit,177.00,1.280,,,3658.00,1,0.34,0.35,
17.67006420,Transit,910.00,1.840,,,5683.00,1,0.94,0.95,
108.59332900,Transit,668.00,1.730,,,5798.00,1,0.93,0.92,
5.12330347,Transit,996.00,1.960,,,5664.00,1,0.95,0.97,
61.61781670,Transit,1163.00,3.650,,,5543.00,1,0.91,0.94,
24.33978040,Transit,1258.00,2.960,,,5831.00,2,1.00,1.00,
76.53695860,Transit,1258.00,2.730,,,5831.00,2,1.00,1.00,
5.45298175,Transit,234.00,0.800,,,5403.00,1,0.81,0.90,
3.53232449,Transit,1109.00,1.590,,,5851.00,1,1.04,1.03,
62.89162280,Transit,940.00,2.350,,,5298.00,1,0.83,0.87,
11.55562343,Transit,821.00,1.970,,,5569.00,1,0.90,0.93,
17.13263989,Transit,997.00,2.640,,,5281.00,1,0.81,0.84,
76.95785700,Transit,728.00,1.850,,,5656.00,1,0.94,0.96,
2.36172433,Transit,545.00,1.640,,,4512.00,1,0.68,0.72,
12.37646610,Transit,312.00,2.730,,,4286.00,1,0.63,0.65,
5.26341577,Transit,834.00,3.950,,,5863.00,1,1.04,1.03,
4.03046804,Transit,725.00,4.630,,,5266.00,2,0.85,0.92,
328.23995460,Transit,725.00,11.200,,,5266.00,2,0.85,0.92,
20.54981883,Transit,939.89,3.840,,,5690.00,5,1.00,,
3.93276465,Transit,939.89,1.500,,,5690.00,5,1.00,,
9.91935684,Transit,939.89,1.500,,,5690.00,5,1.00,,
1.90220856,Transit,642.00,4.290,,,5447.00,1,0.92,0.93,
3.24406000,Transit,198.70,18.159,209.76780,,5754.00,1,1.46,0.81,2015-09
1276.00000000,Radial Velocity,242.39,,1179.14930,2.390000,6102.00,2,1.73,1.42,
0.38107800,Transit,245.53,2.500,444.96200,0.008800,3830.00,1,0.57,0.60,
588.50000000,Radial Velocity,266.69,,398.20000,1.393000,5552.00,4,1.14,1.04,2016-02
9.03077000,Transit,266.69,3.576,13.10000,,5552.00,4,1.14,1.04,2015-10
0.78959200,Transit,266.69,1.810,6.83000,,5552.00,4,1.14,1.04,2015-10
421.00000000,Radial Velocity,164.14,,1010.69940,1.070000,5545.00,2,0.83,0.81,
433.70001000,Radial Velocity,236.64,,1789.38290,1.090000,4312.00,1,20.58,0.72,
133.60001000,Radial Velocity,183.15,,622.94680,0.540000,4835.00,1,11.02,0.67,
535.59998000,Radial Velocity,302.86,,4096.82870,1.290000,4052.00,1,40.00,1.61,
93.40000000,Radial Velocity,163.32,,416.35730,0.490000,4847.00,1,10.30,1.44,
14.16399294,Transit,664.00,2.490,,,5570.00,1,0.92,0.93,
2.61703254,Transit,690.00,1.630,,,4751.00,1,0.71,0.75,
150.24212700,Transit,824.00,4.640,,,5541.00,1,0.91,0.92,
5.03251791,Transit,1269.00,2.050,,,5614.00,1,0.89,0.93,
40.42877550,Transit,957.00,3.610,,,5664.00,1,0.95,0.97,
21.35876210,Transit,1231.00,2.780,,,5857.00,1,1.02,1.01,
22.04590180,Transit,1695.00,3.740,,,5993.00,1,1.14,1.11,
2.57885507,Transit,1114.00,1.990,,,5902.00,1,1.08,1.05,
20.55338440,Transit,1397.00,3.750,,,6163.00,1,1.27,1.18,
40.06867270,Transit,1072.00,3.940,,,6020.00,1,1.13,1.09,
27.50737990,Transit,1244.00,2.900,,,5958.00,1,1.11,1.06,
5.14438011,Transit,735.00,1.430,,,5060.00,1,0.77,0.81,
18.45847097,Transit,572.00,2.120,,,5261.00,1,0.81,0.85,
25.94220330,Transit,567.00,1.930,,,5044.00,1,0.77,0.81,
33.38559380,Transit,772.00,2.570,,,5792.00,1,1.02,1.02,
7.71468975,Transit,673.00,2.660,,,6761.00,1,1.74,1.46,
4.44448017,Transit,1364.00,1.780,,,5961.00,1,1.09,1.06,
3.98953967,Transit,525.00,1.230,,,5476.00,1,0.87,0.90,
5.90741354,Transit,749.00,5.500,,,4963.00,1,0.75,0.81,
9.76788050,Transit,467.00,2.060,,,5421.00,1,0.86,0.91,
14.80074836,Transit,1003.00,4.380,,,7005.00,1,2.01,1.60,
3.12686223,Transit,298.00,2.290,,,4755.00,1,0.72,0.77,
16.87727414,Transit,607.00,2.550,,,5582.00,1,0.90,0.96,
12.05707239,Transit,439.00,1.970,,,5478.00,1,0.86,0.93,
9.97683705,Transit,786.00,2.660,,,5461.00,1,0.87,0.91,
13.52251060,Transit,478.00,2.120,,,5427.00,1,0.84,0.93,
134.25272980,Transit,618.00,3.380,,,5886.00,1,1.15,1.05,
99.74762200,Transit,773.00,4.130,,,5840.00,1,1.02,1.02,
13.22713379,Transit,499.00,2.350,,,5178.00,2,0.80,0.84,
198.71125020,Transit,499.00,3.650,,,5178.00,2,0.80,0.84,
3.69298373,Transit,312.00,2.000,,,4598.00,2,0.70,0.76,
5.70940492,Transit,312.00,1.690,,,4598.00,2,0.70,0.76,
34.17317140,Transit,411.00,2.070,,,5214.00,2,0.82,0.92,
1.68293460,Transit,411.00,0.990,,,5214.00,2,0.82,0.92,
16.73652231,Transit,350.00,2.770,,,4511.00,1,0.67,0.70,
9.59070716,Transit,345.00,2.130,,,5431.00,1,0.85,0.88,
23.92107910,Transit,971.00,2.200,,,6807.00,1,1.84,1.50,
3.17060005,Transit,1101.00,1.700,,,5582.00,1,0.92,0.95,
0.81316672,Transit,555.00,1.190,,,5550.00,1,0.91,0.94,
24.08627070,Transit,657.00,2.770,,,4850.00,1,0.73,0.76,
2.34451194,Transit,365.00,0.820,,,5791.00,1,1.07,1.01,
18.30272480,Transit,697.00,1.470,,,5685.00,1,0.96,0.97,
2.88890485,Transit,632.00,1.670,,,5053.00,2,0.77,0.81,
210.63059100,Transit,632.00,3.600,,,5053.00,2,0.77,0.81,
17.14647302,Transit,1012.00,1.990,,,5753.00,1,0.96,0.98,
3.97076766,Transit,714.00,1.400,,,5064.00,1,0.75,0.79,
2.35226580,Transit,694.00,1.230,,,4692.00,1,0.70,0.74,
10.62784997,Transit,1476.00,2.610,,,5941.00,1,1.14,1.09,
1.10446351,Transit,682.00,1.690,,,5054.00,1,0.77,0.81,
3.73089898,Transit,1023.00,1.440,,,5833.00,1,1.01,1.02,
2.78786839,Transit,373.00,1.020,,,4754.00,1,0.72,0.76,
65.64784240,Transit,763.00,2.220,,,5470.00,1,0.85,0.88,
1.64680191,Transit,184.00,0.870,,,3964.00,1,0.53,0.55,
1.75583533,Transit,1185.00,1.730,,,5470.00,1,0.88,0.91,
9.07097734,Transit,811.00,3.010,,,5443.00,1,0.86,0.90,
818.80000000,Radial Velocity,75.13,,826.35800,2.000000,4960.00,1,5.03,1.69,
6.51002530,Transit,805.00,2.280,,,5523.00,1,0.91,0.94,
35.18103040,Transit,1445.00,4.210,,,6195.00,1,1.24,1.17,
2.75235975,Transit,604.00,2.830,,,5593.00,1,0.93,0.96,
51.16579000,Transit,535.40,1.450,,,5232.00,4,0.89,,
2.10472218,Transit,707.00,2.790,,,5575.00,1,0.92,0.94,
10.94027841,Transit,852.00,2.230,,,5549.00,1,0.89,0.92,
4.22162536,Transit,972.00,2.630,,,5835.00,1,1.00,1.01,
16.54964934,Transit,643.00,2.270,,,5296.00,1,0.83,0.88,
5.85296257,Transit,986.00,4.020,,,6000.00,1,1.15,1.10,
81.16942990,Transit,793.00,3.390,,,5677.00,1,0.94,0.97,
2.82019241,Transit,1034.00,2.390,,,5913.00,1,1.04,1.04,
21.21708973,Transit,1016.00,2.870,,,5967.00,1,1.10,1.08,
13.64618192,Transit,742.00,2.180,,,5485.00,1,0.87,0.91,
25.30292332,Transit,639.00,3.810,,,5247.00,1,0.83,0.87,
21.30022655,Transit,1083.00,3.460,,,6267.00,1,1.32,1.21,
13.02365861,Transit,660.00,2.370,,,5683.00,1,0.95,0.97,
12.98495573,Transit,549.00,1.780,,,6116.00,1,1.09,1.06,
5.69919514,Transit,420.00,1.230,,,5715.00,1,0.94,1.00,
3.04404990,Transit,476.00,13.585,172.58169,0.040570,5523.00,1,0.89,0.96,2015-08
2.76676410,Transit,513.00,11.646,340.39593,0.038150,5346.00,1,0.93,0.97,2015-08
,Microlensing,1300.00,,123.00000,0.900000,,1,,0.34,2015-06
4375.00000000,Radial Velocity,72.37,,1188.68420,5.150000,5312.00,1,0.84,0.70,
3117.00000000,Radial Velocity,22.16,,486.27990,4.430000,6212.00,1,,1.19,
139.35000000,Radial Velocity,221.00,,1837.05740,0.530000,4830.00,1,9.09,1.01,
153.22000000,Radial Velocity,774.00,,337.21763,0.576000,4649.00,1,8.95,1.08,
3.25883210,Transit,179.39,13.339,232.01590,0.042170,5358.00,1,0.86,0.94,
,Microlensing,7380.00,,30.00000,4.140000,,1,,0.75,2016-03
4.16627390,Transit,183.00,15.681,215.80657,0.052500,5948.00,1,1.21,1.11,
,Microlensing,6700.00,,149.38010,1.600000,,1,,0.29,
18.11472949,Transit,632.00,2.500,,,6187.00,1,1.35,1.21,
6.24146367,Transit,857.00,1.520,,,6098.00,1,1.16,1.10,
20.42228798,Transit,831.00,1.840,,,6194.00,2,1.29,1.19,
7.63846023,Transit,831.00,1.130,,,6194.00,2,1.29,1.19,
70.69790610,Transit,413.00,1.760,,,5875.00,1,0.90,0.97,
7.03932553,Transit,1304.00,4.650,,,6146.00,1,1.22,1.15,
49.60773310,Transit,297.00,1.960,,,5213.00,1,0.78,0.86,
4.19449651,Transit,121.00,1.570,,,3687.00,1,0.50,0.52,
1.97034246,Transit,404.00,1.480,,,4897.00,1,0.75,0.80,
105.95641480,Transit,1020.00,3.960,,,5232.00,1,0.83,0.87,
26.85328322,Transit,664.00,2.620,,,5315.00,1,0.83,0.87,
49.62215090,Transit,624.00,2.990,,,6002.00,1,1.09,1.07,
8.08801350,Transit,606.00,2.720,,,5310.00,1,0.83,0.87,
11.55102504,Transit,804.00,2.670,,,5935.00,1,1.06,1.05,
4.46975774,Transit,913.00,2.310,,,5718.00,1,0.96,0.98,
15.77382210,Transit,702.00,2.250,,,6139.00,1,1.29,1.16,
60.08550820,Transit,655.00,2.360,,,6052.00,1,1.08,1.13,
43.03422720,Transit,461.00,2.120,,,5610.00,1,0.93,0.96,
116.33190100,Transit,741.00,2.980,,,5434.00,1,0.85,0.91,
56.43499380,Transit,563.00,2.360,,,5642.00,1,0.98,0.96,
105.30331480,Transit,936.00,3.260,,,5637.00,1,0.91,0.97,
17.76080053,Transit,248.00,2.070,,,4005.00,1,0.53,0.55,
7.96431535,Transit,484.00,2.210,,,5074.00,1,0.78,0.82,
9.91723428,Transit,933.00,2.600,,,5948.00,2,1.08,1.05,
5.18561420,Transit,1531.00,2.340,,,6327.00,2,1.43,1.26,
8.45808312,Transit,1531.00,2.360,,,6327.00,2,1.43,1.26,
33.46974300,Transit,987.00,2.030,,,5842.00,1,1.03,1.03,
11.89520511,Transit,759.00,1.320,,,5778.00,1,1.00,1.00,
4.45743164,Transit,346.00,1.090,,,4679.00,1,0.71,0.76,
13.53962930,Transit,1258.00,2.340,,,6203.00,1,1.95,1.41,
22.70816791,Transit,1238.00,2.370,,,6217.00,1,1.28,1.19,
7.97034958,Transit,1293.00,2.140,,,5519.00,1,0.89,0.92,
10.71252541,Transit,428.00,2.130,,,4253.00,1,0.57,0.59,
32.56370690,Transit,989.00,2.210,,,5390.00,1,0.84,0.89,
6.11786898,Transit,487.00,1.030,,,6302.00,1,1.35,1.22,
3.97599768,Transit,447.00,1.120,,,5183.00,1,0.79,0.85,
9.47852200,Transit,1081.00,1.550,,,6080.00,1,1.18,1.13,
33.24068820,Transit,648.00,1.690,,,5446.00,1,0.86,0.90,
1.00393374,Transit,811.00,1.710,,,4971.00,1,0.75,0.79,
55.82265390,Transit,911.00,2.500,,,5157.00,1,0.82,0.87,
6.11009134,Transit,538.00,0.940,,,6191.00,1,1.23,1.24,
9.98969327,Transit,911.00,2.410,,,5069.00,1,0.76,0.80,
1.44259224,Transit,615.00,2.560,,,7044.00,1,1.95,1.58,
3.70175428,Transit,686.00,1.500,,,5307.00,1,0.86,0.87,
15.65562652,Transit,627.00,2.840,,,5127.00,1,0.79,0.83,
23.67517607,Transit,624.00,2.900,,,5279.00,1,0.81,0.84,
5.37886844,Transit,429.00,1.900,,,5160.00,1,0.79,0.85,
15.28469497,Transit,971.00,2.090,,,6062.00,1,1.13,1.08,
21.05358596,Transit,967.00,2.650,,,5808.00,3,1.01,1.01,
127.90757740,Transit,967.00,6.500,,,5808.00,3,1.01,1.01,
6.21712920,Transit,967.00,1.320,,,5808.00,3,1.01,1.01,
25.85501786,Transit,981.00,2.590,,,5890.00,1,1.03,1.02,
3.38353807,Transit,570.00,1.440,,,5462.00,2,0.88,0.91,
2.35895152,Transit,570.00,0.860,,,5462.00,2,0.88,0.91,
24.31575992,Transit,1208.00,3.310,,,6161.00,1,1.22,1.13,
0.63816320,Transit,500.00,0.870,,,5196.00,1,0.80,0.84,
6.41251504,Transit,926.00,3.640,,,5820.00,1,1.01,1.00,
6.52121067,Transit,1143.00,3.350,,,5971.00,1,1.14,1.09,
6.99692655,Transit,1113.00,4.190,,,5943.00,2,1.13,1.10,
151.86392000,Transit,1113.00,3.300,,,5943.00,2,1.13,1.10,
5.94504102,Transit,604.75,2.280,,,5282.00,3,0.79,,
2.43703330,Transit,906.00,1.650,,,5761.00,1,1.01,1.01,
3.74443900,Transit,513.00,1.090,,,5961.00,1,1.25,1.14,
52.75875577,Transit,1387.00,8.890,,,5954.00,1,1.13,1.09,
1.49914695,Transit,440.12,1.200,,,4731.00,4,0.69,,
53.44945593,Transit,1372.00,6.410,,,5887.00,1,1.07,1.06,
13.75210720,Transit,640.00,2.810,,,4747.00,1,0.72,0.75,
6.33855761,Transit,1216.00,3.030,,,5820.00,1,0.99,1.00,
9.80322400,Transit,1090.00,2.780,,,5603.00,1,0.85,0.87,
2.80624233,Transit,516.00,1.540,,,4315.00,1,0.61,0.65,
144.54739600,Transit,896.00,2.530,,,5262.00,1,0.81,0.84,
8.04726420,Transit,1147.00,2.390,,,5839.00,1,1.04,1.03,
5.87061910,Transit,479.00,1.490,,,4223.00,1,0.62,0.65,
19.17891293,Transit,1038.00,2.680,,,5595.00,1,0.91,0.93,
6.99130860,Transit,505.00,2.080,,,4836.00,1,0.73,0.78,
3.51749439,Transit,241.00,1.370,,,4184.00,1,0.57,0.59,
40.10995470,Transit,904.00,2.540,,,5647.00,1,0.93,0.95,
10.35077210,Transit,829.00,2.010,,,5682.00,2,0.97,0.98,
62.92285570,Transit,829.00,2.530,,,5682.00,2,0.97,0.98,
3.02166863,Transit,1151.00,1.770,,,6160.00,1,1.25,1.16,
9.38742700,Transit,362.46,1.200,,0.077000,4504.00,2,0.62,,2014-03
6.51112700,Transit,1012.42,2.660,,0.071000,6033.00,2,1.02,,2014-03
23.85154900,Transit,1012.42,3.070,,0.168000,6033.00,2,1.02,,2014-03
12.79836000,Transit,1349.45,1.970,,0.110000,6088.00,2,1.00,,2014-03
27.32087100,Transit,1349.45,1.750,,0.183000,6088.00,2,1.00,,2014-03
7.05677000,Transit,580.20,1.520,,0.076000,6177.00,2,1.36,,2014-03
17.26542700,Transit,580.20,1.330,,0.138000,6177.00,2,1.36,,2014-03
5.92977800,Transit,966.63,1.900,,0.065000,5956.00,2,0.93,,2014-03
12.24762900,Transit,966.63,1.960,,0.105000,5956.00,2,0.93,,2014-03
11.18956200,Transit,983.79,1.850,,0.104000,6186.00,3,1.53,,2014-03
17.84900000,Transit,983.79,3.100,6.10000,,6186.00,3,1.53,,2014-02
26.13600000,Transit,983.79,2.800,14.90000,,6186.00,3,1.53,,2014-02
37.05491900,Transit,1117.85,3.060,,0.214000,5643.00,3,0.85,,2014-03
57.24809000,Transit,1117.85,3.190,,0.287000,5643.00,3,0.85,,2014-03
10.05537000,Transit,254.59,0.860,,0.085000,5212.00,2,0.78,,2014-03
16.33299500,Transit,254.59,1.240,,0.118000,5212.00,2,0.78,,2014-03
5.79527800,Transit,388.92,0.890,,0.051000,3903.00,2,0.50,,2014-03
0.78883899,Transit,270.41,15.603,339.76027,0.016340,5568.00,1,1.00,0.90,2010-01
4.89962840,Transit,210.00,16.388,98.84100,0.060000,5940.00,1,1.39,1.20,2015-03
4.32248200,Transit,260.33,11.990,95.34500,0.052000,5800.00,1,1.14,0.89,2010-09
3.53269000,Transit,320.50,13.787,212.94610,,6000.00,1,1.24,1.46,2010-12
2.94442560,Transit,208.74,10.783,280.95000,0.037600,5150.00,1,0.77,0.78,2011-07
2.34121000,Transit,325.05,15.468,394.10920,,6075.00,1,1.42,1.43,2010-09
3.76483000,Transit,212.70,11.994,139.84520,,5750.00,1,0.80,0.67,2011-01
2.75660000,Transit,254.51,13.563,270.15550,,6034.00,1,1.22,0.86,2010-09
3.40883000,Transit,410.00,13.597,288.26000,0.044690,6150.00,1,1.09,1.02,2015-01
3.92273000,Transit,87.82,8.631,73.10090,,4800.00,1,0.79,0.77,2010-11
3.40590960,Transit,360.00,17.363,151.91600,0.046590,6302.00,1,1.25,1.16,2011-07
2.71866000,Transit,278.17,10.761,835.89290,,6140.00,1,0.95,0.72,2010-12
1.21987000,Transit,122.36,17.856,665.21819,0.023900,7430.00,1,1.44,1.50,2010-09
4.31768000,Transit,132.59,11.209,177.98480,,5700.00,1,0.91,0.96,2011-02
3.16158000,Transit,203.39,14.572,225.65930,,5990.00,1,1.08,1.05,2011-09
1.53736596,Transit,390.64,14.874,750.39663,0.026770,5959.00,1,0.98,1.08,2012-04
3.57746900,Transit,343.00,13.002,572.07000,0.044600,5800.00,1,1.00,0.93,2011-01
92.26371400,Transit,1461.00,2.160,,,6158.00,1,1.24,1.15,
10.81187370,Transit,927.00,1.470,,,6436.00,1,1.50,1.31,
4.36128348,Transit,986.00,1.310,,,5772.00,1,1.00,1.00,
3.29030452,Transit,199.00,5.700,,,3636.00,1,0.47,0.50,
287.37894900,Transit,1213.00,6.060,,,5677.00,1,0.94,0.96,
4.13962966,Transit,1718.00,2.020,,,6826.00,1,1.85,1.51,
7.20283653,Transit,311.00,3.690,,,5445.00,1,0.84,0.87,
76.37803300,Transit,352.00,6.430,,,3724.00,1,0.52,0.55,
3.87595807,Transit,390.00,0.770,,,5776.00,1,1.01,1.01,
509.99740200,Transit,278.00,2.190,,,4736.00,1,0.63,0.66,
4.09513932,Transit,1190.00,1.350,,,5679.00,1,0.95,0.97,
448.30355800,Transit,584.00,2.470,,,6137.00,1,1.19,1.12,
186.40427100,Transit,811.00,1.580,,,6256.00,1,1.32,1.20,
374.87623900,Transit,654.00,3.190,,,5474.00,1,0.89,0.92,
469.63111000,Transit,1084.00,3.640,,,5347.00,1,0.85,0.89,
425.47785000,Transit,1567.00,3.230,,,5797.00,1,1.02,1.01,
6.10960324,Transit,506.00,0.890,,,5789.00,1,1.02,1.02,
259.33683000,Transit,879.00,1.870,,,5710.00,1,0.95,0.97,
20.02621800,Transit,707.94,1.990,,0.142000,5228.00,2,0.84,,2014-03
4.31179200,Transit,1067.62,2.760,,0.050000,5554.00,3,0.80,,2014-03
9.76729200,Transit,1067.62,2.050,,0.087000,5554.00,3,0.80,,2014-03
20.05040100,Transit,1067.62,2.310,,0.140000,5554.00,3,0.80,,2014-03
7.49019000,Transit,882.65,2.570,,0.071000,5100.00,4,0.80,,2014-03
17.46081200,Transit,882.65,2.180,,0.124000,5100.00,4,0.80,,2014-03
36.27710800,Transit,882.65,3.030,,0.202000,5100.00,4,0.80,,2014-03
4.60182000,Transit,637.44,2.340,,0.052000,5206.00,2,0.83,,2014-03
11.18716100,Transit,637.44,1.500,,0.095000,5206.00,2,0.83,,2014-03
3.33616000,Transit,676.38,1.640,,0.042000,5100.00,3,0.77,,2014-03
9.43945200,Transit,676.38,4.090,,0.084000,5100.00,3,0.77,,2014-03
20.47791200,Transit,676.38,3.940,,0.140000,5100.00,3,0.77,,2014-03
6.30820500,Transit,754.65,3.020,,0.066000,5190.00,2,0.83,,2014-03
16.23949400,Transit,754.65,4.070,,0.123000,5190.00,2,0.83,,2014-03
3.30653900,Transit,191.44,1.090,,0.035000,3568.00,3,0.48,,2014-03
7.11370200,Transit,191.44,1.510,,0.058000,3568.00,3,0.48,,2014-03
15.36845900,Transit,191.44,1.570,,0.097000,3568.00,3,0.48,,2014-03
8.41089400,Transit,388.92,1.380,,0.065000,3903.00,2,0.50,,2014-03
5.47666000,Transit,562.96,1.840,,0.054000,4648.00,3,0.67,,2014-03
16.93440200,Transit,562.96,1.310,,0.115000,4648.00,3,0.67,,2014-03
24.20984200,Transit,562.96,1.240,,0.146000,4648.00,3,0.67,,2014-03
11.03189000,Transit,1493.70,1.460,,0.102000,6184.00,2,1.07,,2014-03
25.76229400,Transit,1493.70,2.710,,0.179000,6184.00,2,1.07,,2014-03
4.61269600,Transit,722.14,1.570,,0.057000,6133.00,2,1.33,,2014-03
13.12163200,Transit,722.14,1.810,,0.115000,6133.00,2,1.33,,2014-03
6.47543400,Transit,702.21,1.840,,0.063000,5036.00,3,0.83,,2014-03
16.85837000,Transit,702.21,2.670,,0.120000,5036.00,3,0.83,,2014-03
49.49987500,Transit,702.21,3.430,,0.246000,5036.00,3,0.83,,2014-03
34.06046700,Transit,1136.10,2.720,,0.210000,5908.00,2,0.95,,2014-03
83.48836900,Transit,1136.10,2.850,,0.381000,5908.00,2,0.95,,2014-03
25.56322200,Transit,1502.22,3.530,,0.178000,6248.00,3,1.09,,2014-03
57.68802000,Transit,1502.22,4.300,,0.307000,6248.00,3,1.09,,2014-03
77.09569100,Transit,1502.22,4.010,,0.372000,6248.00,3,1.09,,2014-03
3.28967200,Transit,898.61,1.650,,0.044000,6053.00,2,1.06,,2014-03
7.18643400,Transit,898.61,2.100,,0.075000,6053.00,2,1.06,,2014-03
6.87188000,Transit,136.77,13.787,1093.33520,,6180.00,1,1.52,1.76,2011-01
4.05525900,Transit,230.00,14.235,88.98900,0.048600,5400.00,1,0.90,0.93,2011-07
3.05240000,Transit,164.14,12.330,270.15550,,5545.00,2,0.83,0.81,2012-10
4.98168190,Transit,178.19,12.576,167.49641,0.056100,5315.00,1,0.89,0.95,2012-08
0.81347500,Transit,80.00,10.424,565.71400,0.014200,4400.00,1,0.60,0.58,2011-11
2.42380400,Transit,368.31,12.330,276.51210,0.034530,5420.00,1,0.91,0.94,2012-05
3.12608900,Transit,212.48,10.604,306.38812,0.039630,5150.00,1,0.85,0.85,2012-05
1.43036763,Transit,379.36,13.159,607.05530,0.023350,5600.00,1,0.86,0.83,2012-05
4.15912890,Transit,266.69,12.630,363.10000,,5552.00,4,1.14,1.04,2012-10
2.14363000,Transit,460.14,16.814,254.26400,,5920.00,1,1.58,0.88,2011-09
2.78174000,Transit,195.64,12.442,117.59710,,5600.00,1,0.97,0.92,2012-08
1.95510000,Transit,185.82,13.070,466.82870,0.029300,5400.00,1,0.84,0.89,2011-09
1.74977980,Transit,140.00,14.240,146.20000,0.027200,5000.00,1,0.79,0.87,2013-01
3.69364000,Transit,253.03,17.710,187.51970,,6100.00,1,1.76,1.08,2013-03
4.46563000,Transit,299.97,14.908,193.87630,,5900.00,1,1.09,1.11,2012-10
